"12-13-2024","Physical Inventory Report by Department","","Raleigh","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"Department","Class","Product Number","Product Description","Product Division","QOH Before","QOH After","Cost Before","Cost After","Count Variance","Cost Variance","QA","QOO","Zone","Shelf","Bin","Aisle","Reorder"
"Siding","Special Order","NSSO14526","4X8 BEADED PLYWOOD","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14527","SLEEVE OF 2"" SS 16 GA FINISH NAILS","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14528","4x8 Beaded Plywood","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14529","DSI MOUNT ALUMINUM 4IN IRC POST 37IN ADJ 119066","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14530","DSI SLEEVED POST 4X4X48 WHT (.135) 119106","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14531","DSI CAP EXT TRIM 4 WHT 110302","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14532","DSI CAP EXT FLAT 4 WHT 110298","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14533","DSI SUM II SECT 8X36T WHT W/MNTS 116292","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14534","DSI SUM II SECT 6X36T WHT W/MNTS 116290","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14535","Royal Frieze Trim","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14536","Royal Frieze Trim","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14537","J-MOULDING CLEAR 1 1/4X10","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14538","VINYL SHUTTERS 18X60","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14539","Royal Frieze Trim","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14540","Fypon DTLB 4x6x11","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14541","Coil Nail","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14542","Tongue and Groove Ceiling Panel - 66SF","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14543","box 1 3/4” roofing nails (7200 ct ) hot dipped","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14544","box 1 3/4” siding nails (3600 ct) hot dipped","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14545","box 2” SS finish nails (2500 ct)","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14546","box 1 3/4” roofing nails (7200 ct ) hot dipped","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14547","SLEEVE OF 2"" SS 16 GA FINISH NAILS","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14548","Sunbelt Rentals","","-1","-1","-14161.35","-14161.35","0","0","0","1","","","","","No"
"Siding","Special Order","NSSO14549","HOUSE NUMBERS - 0","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14550","HOUSE NUMBERS - 1","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14551","HOUSE NUMBERS - 2","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14552","HOUSE NUMBERS - 3","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14553","HOUSE NUMBERS - 4","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14554","HOUSE NUMBERS - 5","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14555","HOUSE NUMBERS - 6","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14556","HOUSE NUMBERS - 7","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14557","HOUSE NUMBERS - 8","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14558","HOUSE NUMBERS - 9","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14559","Vinyl Shutters 18x60","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14560","1x6x10' T&G","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14561","VINYL SHUTTERS - MAB 4B B&B 18X60","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14562","Royal Frieze Trim","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14563","CAPRI CLIPS (50CT)","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14564","Arch Top BNB Shutters 15 x45""","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14565","Arch Top BNB Shutters 15 x53""","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14566","Royal frieze trim","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14567","DTLB 5x6x11","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14568","PCB6OG20 - Base Cap","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14569","PCB4OG10 - Cap","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14570","PCB6OG20 - Base","","-1","-1","-10.00","-10.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14571","Royal Frieze Trim","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14572","GABLE PEDIMENT FYPON GPF66X33,12/12 PITCH","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14573","AZEK HISTORICWINDOW SILL","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14574","CONCRETE BAGS","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14575","Premium 6"" outside corner","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14576","Royal Frieze Trim","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14577","Arch Top BNB Shutters 45""","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14578","Arch Top BNB Shutters 53""","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14579","CV KODIAK I 36""X10' PORCH RAIL WHT","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14580","1-3/4X.090 15D EG RG SIDING 9M","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14581","2"" 16G GALV BRAD NAIL 2.5M","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14582","4X4X8 BEADED PLYWOOD","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14583","10ft Screen Rolls","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14584","CEDAR BRACKET","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14585",".019 Coil","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14586","Royal Frieze Trim","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14587","Royal Frieze Trim","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14588","1x8x10 Clear Pine","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14589","7 1/4x12 Smooth Lap Siding Primed","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14590","1x2x30 Aluminum Extrusions","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14591","Fordaflashing tape","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14592","10-20x65 PVC Tapered Column Wrap (w/Cap and Base)","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14593","Royal Frieze Trim","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14594","Custom PVC Bracket","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14595","14X24 Board and Batten shutters","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14596","1x10x10 Cedar (column wrap)","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14597","5/4x6x12 STD TR DECKING","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14598","5/4X6X8 STD TR DECKING","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14599","2X4X8 SYP TREATED #2","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14600","2X2X8 SYP TREATED #1","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14601","2-1/2 PREM STAR GRN 25#BKT","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14602","3"" PREM STAR GRN 25# BKT","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14603","Typar Tape","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14604","Typar Tape","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14605","12x24 rectvent","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14606","1x10x10 cedar (Column Wrap)","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14607","4x4x8 SYP TREATED #2","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14608","5/4X6X10 STD TR DECKING","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14609","2X12X8 #1 TREATED GRD CNT","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14610","2X2X8 SYP TREATED #1","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14611","Trim Coil Smooth (White Only) Alsco T25","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14612","Trim Coil Smooth (White Only) Alsco T25","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14613","Mid America Vinyl Shutters 14x24 4Board Board and Batten","","-1","-1","-99.40","-99.40","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14614","Trim Coil Smooth (White Only) Alsco T25","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14615","Trim Coil Smooth (White Only) Alsco T25","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14616","royal frieze trim","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14617","box 2” SS finish nails (2500 ct)","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14618","Royal Frieze trim","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14619","Arch Top BNB Shutters 45""","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14620","Arch Top BNB Shutters 45""","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14621","Arch Top BNB Shutters 53""","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14622","Royal Frieze Trim","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14623","Royal 3/4 J-Channel","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14624","Royal 3/4 J-Channel","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14625","OSIQM COBBLESTONE BOX","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14626","Royal Frieze Trim","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14627","AZEK HISTORIC SILL","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14628","Royal 3/4 J-Channe","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14629","4X8 AZEK SHEETS","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14630","6'X8' SECTION ALBERMARLE W/ INSERT, TRIM CHANNELS/SCREWS","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14631","5X5X8'6"" END POST SLEEVE","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14632","5"" FLAT CAP","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14633","Royal Frieze Trim","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14634","CEMENT BAGS","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14635","TREATED CAPS","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14636","TYPAR HOUSE WRAP","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14637","TYPAR HOUSE WRAP TAPE","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14638","BOX OF STINGERS","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14639","BARRICADE HOUSE WRAP ROLLS","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14640","BARRICADE HOUSE WRAP TAPE","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14641","BARRICADE HOUSE WRAP ROLLS","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14642","BARRICADE HOUSE WRAP TAPE","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14643","BOX OF STINGERS","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14644","BARRICADE HOUSE WRAP ROLLS","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14645","BARRICADE HOUSE WRAP TAPE","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14646","BOX OF STINGERS","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14647","BARRICADE HOUSE WRAP ROLLS","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14648","BARRICADE HOUSE WRAP TAPE","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14649","BOX OF STINGERS","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14650","BARRICADE HOUSE WRAP ROLLS","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14651","BARRICADE HOUSE WRAP TAPE","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14652","BOX OF STINGERS","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14653","Gable Pediment 5' Base
2 piece 6""spokes","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14654","Historic Sill AZM-6930 2 1/32"" x
1 3/4""","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14655","Royal 3/4 J-Channe","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14656","Royal Frieze Trim","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14657","Royal Frieze Trim","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14658","screen tight base 8’","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14659","roll 160ft screen tight cap","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14660","box screen tight spline","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14661","wood screen door","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14662","kit hardware door","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14663","boxes screen tight screws 1 1/4”","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14664","roll of 8’ screen","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14665","Royal Frieze Trim","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14666","Royal Frieze trim","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14667","GABLE PEDIMENT FYPON GPF66X33,12/12 PITCH","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14668","Royal Frieze Trim","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14669","1x6x10' T&G","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14670","HARDIETRIM 4/4 NT3 SM HZ5 3.5""X12'","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14671","DHP ROY PVC SILL NOSING 2-1/4X2-3/4X16","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14672","Royal 3/4 J-Channe","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14673","Royal 3/4 J-Channe","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14674","Royal 3/4 J-Channe","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14675","Roll of White Flashing","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14676","Royal Frieze Trim","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14677","1 3/4 siding nails","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14678","2” 16 gage finish  nails","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14679","duxxback decking boards 16ft length","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14680","right end caps","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14681","ice and water shield","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14682","Flexible J Channel","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14683","Royal Frieze Trim","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14684","Hardie Artisan shiplap 10.25” - Primed","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14685","Fordaflashing Tape","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14686","Hardie Artisan shiplap 10.25” - Primed","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14687","See photo","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14688","Royal Frieze Trim","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14689","Treated 2x2x8","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14690","2” siding nails","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14691","1-3/4” 16 gauge trim nails","","44","44","374.00","374.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14692","RG ESTATE COL BEAD STERLING","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14693","12” allura smooth solid soffit - primed","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14694","RG WOODLAND B&B STERLING","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14695","RG WOODLAND B&B 
CYPRESS","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14696","1x6x12 Tongue & Groove Pine","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14697","24” allura smooth solid soffit - primed","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14698","24” allura smooth vented soffit - primed","","94","94","2846.32","2846.32","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14699","4x10 Allura smooth panels - primed","","-100","-100","-3478.00","-3478.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14700","OUTSIDE CORNER POST
*WHITE*","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14701","30x18 Horizontal Louver Non-Funct PVC","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14702","2X8 Joist Hangers","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14703","6"" Premium outside corner","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14704","10’2 oal length quick tie","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14705","10’6 not oal quicktie","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14706","tubes of epoxy from quicktie","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14707","PVC Tapered Column 60 inch height 12 inch base 6 inch top","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14708","box 1 3/4” roofing nails hot dipped 7200 ct","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14709","box 1 3/4” siding nails hot dipped 3600 ct","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14710","box 2” SS finish nails","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14711","box Cortex 3” screws","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14712","box white pvc cortex plugs","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14713","boxes 1 3/4” roofing nails","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14714","boxes 2 1-2” finish nails","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14715","KODIAK VINYL RAIL POST 36"" WHITE","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14716","6' VINYL RAIL SECTION 36"" WHITE","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14717","DUXXBACK END CAPS LEFT","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14718","DUXXBACK 5/4 X 20 Driftwood","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14719","KODIAK 8"" VINYL RAIL SECTION 36"" WHITE","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14720","KODIAK VINYL RAIL POST 36"" WHITE","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14721","5/4x8 Allura trim - primed","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14722","5/4x6 allura trim - primed","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14723","KODIAK 8"" VINYL STAIR RAIL SECTION 36"" WHITE","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14724","5/4x8 Allura trim - primed","","482","482","9572.52","9572.52","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14725","16” allura shake straight 1/4” - primed","","-600","-600","-3936.00","-3936.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14726","5/4x6 Allura trim - primed","","5","5","74.30","74.30","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14727","5/4x4 Allura trim - primed","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14728","5/4x10 allura trim - primed","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14729","5/4x12 allura trim - primed","","-57","-57","-1764.15","-1764.15","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14730","PVC Tapered Column 53 inch height 12 inch base 6 inch top","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14731","PVC Tapered Column 53 inch height 12 inch base 6 inch top","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14732","box rail easy swivels","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14733","box rail easy tensioner","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14734","rail easy 500ft roll","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14735","DuxxBak Decking 5/4x16' Driftwood","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14736","Duxxbak Decking 5/4X16 DrifTwood","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14737","roll of ice/water shield","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14738","Lexel 10.5-fl oz Clear Paintable Solvent Caulk","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14739","18x30 gable vent","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14740","12x16 horizontal gable vent","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14741","15x59 raised panel shutter black","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14742","ptd brackets","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14743","RUSH CHARGE","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14744","1X8X10 Cedar","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14745","1X10X10 Cedar","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14746","2x4X12 Cedar","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14747","1x8x10","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14748","CORE VENTS/BOX","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14749","3x3x30 aluminum extrusions","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO14750","PVC Flower Box- 10""x12""x85""","","0","0","0.00","0.00","0","0","0","0","","","","","No"
